;mean;se;bias;cp;;mean;sd;bias;cp
466;2,040971325;1,138632159;-0,319676225;1;;;;;
467;2,814830102;1,417096945;-0,061723299;1;;;;;
468;2,030352016;1,132651218;-0,323215995;1;;;;;
469;3,828962416;1,756531658;0,276320805;1;;;;;
470;5,467235946;2,113612293;0,822411982;1;;;;;
471;2,166910518;0,964542226;-0,277696494;1;;;;;
472;3,255578302;1,51456472;0,085192767;1;;;;;
473;4,864188408;2,243955268;0,621396136;1;;;;;
474;2,261738256;1,439492507;-0,246087248;1;;;;;
475;3,049954636;1,451050128;0,016651545;1;;;;;
476;5,792508665;2,762934253;0,930836222;1;;;;;
477;6,643702418;2,732483174;1,214567473;1;;;;;
478;1,758473835;1,213449354;-0,413842055;1;;;;;
479;3,369359885;1,550592831;0,123119962;1;;;;;
480;4,527931557;1,998807637;0,509310519;1;;;;;
481;3,546854203;1,556461893;0,182284734;1;;;;;
482;2,211873673;1,315357812;-0,262708776;1;;;;;
483;3,082604698;1,539073458;0,027534899;1;;;;;
484;3,969247586;2,06966588;0,323082529;1;;;;;
485;2,433520013;1,302631172;-0,188826662;1;;;;;
486;1,863295346;1,020895909;-0,378901551;1;;;;;
487;1,728777618;0,933930189;-0,423740794;1;;;;;
488;4,626059649;1,950844491;0,542019883;1;;;;;
489;8,340451833;3,306328031;1,780150611;1;;;;;
490;2,105233703;1,025541575;-0,298255432;1;;;;;
491;2,933416587;1,550377676;-0,022194471;1;;;;;
492;4,95197667;2,117518458;0,65065889;1;;;;;
493;3,174060127;1,305553139;0,058020042;1;;;;;
494;5,300583541;2,115438755;0,76686118;1;;;;;
495;2,174778128;1,013035007;-0,275073957;1;;;;;
496;2,074199708;1,324167766;-0,308600097;1;;;;;
497;2,586711318;1,357323489;-0,137762894;1;;;;;
498;0,891728683;0,731569691;-0,702757106;0;;;;;
499;5,492224711;2,382584725;0,83074157;1;;;;;
