;mean;se;bias;cp;;;;;;;;;;mean;sd;bias;cp
361;0,344214409;0,130882661;-0,311571181;1;;;;;;;;;;;;;
362;0,325687696;0,122633548;-0,348624609;1;;;;;;;;;;;;;
363;0,455736667;0,155589431;-0,088526665;1;;;;;;;;;;;;;
364;0,545511161;0,188676922;0,091022322;1;;;;;;;;;;;;;
365;0,620599506;0,211738607;0,241199012;1;;;;;;;;;;;;;
366;0,427083739;0,146636211;-0,145832523;1;;;;;;;;;;;;;
367;0,650680888;0,198828775;0,301361776;1;;;;;;;;;;;;;
368;0,314193371;0,12554685;-0,371613258;1;;;;;;;;;;;;;
369;0,215279604;0,066339655;-0,569440791;0;;;;;;;;;;;;;
370;0,440619212;0,132069138;-0,118761577;1;;;;;;;;;;;;;
371;0,471947935;0,154945281;-0,05610413;1;;;;;;;;;;;;;
372;0,346446926;0,110910511;-0,307106149;1;;;;;;;;;;;;;
373;0,534995291;0,189979178;0,069990581;1;;;;;;;;;;;;;
374;1,015076334;0,322740165;1,030152668;1;;;;;;;;;;;;;
375;0,530358505;0,202649858;0,060717009;1;;;;;;;;;;;;;
376;0,406056432;0,148483526;-0,187887136;1;;;;;;;;;;;;;
377;0,301699886;0,093414991;-0,396600228;0;;;;;;;;;;;;;
378;0,690841676;0,201908734;0,381683353;1;;;;;;;;;;;;;
379;0,36183156;0,121441397;-0,276336879;1;;;;;;;;;;;;;
380;0,356233657;0,123798861;-0,287532687;1;;;;;;;;;;;;;
381;0,378644152;0,125332401;-0,242711696;1;;;;;;;;;;;;;
382;0,432926709;0,139943312;-0,134146582;1;;;;;;;;;;;;;
383;0,46502939;0,141473013;-0,06994122;1;;;;;;;;;;;;;
