;mean;se;bias;cp;;mean;sd;bias;cp
460;0,43771135;0,116130108;-0,1245773;1;;;;;
461;0,382504987;0,103058822;-0,234990025;1;;;;;
462;0,429137103;0,112273743;-0,141725795;1;;;;;
463;0,616170131;0,14671707;0,232340262;1;;;;;
464;0,434172602;0,099959249;-0,131654795;1;;;;;
465;0,387780753;0,098324822;-0,224438495;1;;;;;
466;0,592118664;0,143874244;0,184237328;1;;;;;
467;0,713864926;0,166527948;0,427729853;1;;;;;
468;0,377185932;0,095060698;-0,245628136;1;;;;;
469;0,384262598;0,096557063;-0,231474804;1;;;;;
470;0,43408309;0,098579572;-0,13183382;1;;;;;
471;0,47568815;0,110816843;-0,048623699;1;;;;;
472;0,721271949;0,178012947;0,442543897;1;;;;;
473;0,543056862;0,133736445;0,086113724;1;;;;;
474;0,411076695;0,09837802;-0,177846609;1;;;;;
475;0,658088873;0,145649364;0,316177746;1;;;;;
476;0,634432563;0,156932647;0,268865125;1;;;;;
477;0,421663939;0,110666791;-0,156672121;1;;;;;
478;0,279254722;0,078368821;-0,441490556;0;;;;;
479;0,374155898;0,093809122;-0,251688203;1;;;;;
480;0,513174112;0,117244219;0,026348223;1;;;;;
481;0,47722819;0,109636401;-0,045543619;1;;;;;
482;0,270534407;0,070594295;-0,458931186;0;;;;;
483;0,48534785;0,111497275;-0,029304299;1;;;;;
484;0,527892498;0,1174012;0,055784996;1;;;;;
485;0,575510251;0,158363313;0,151020502;1;;;;;
486;0,513565278;0,116248386;0,027130556;1;;;;;
487;0,329815129;0,091371573;-0,340369742;1;;;;;
488;0,423055091;0,093740592;-0,153889817;1;;;;;
489;0,43716669;0,100254062;-0,125666619;1;;;;;
490;0,535913519;0,119914185;0,071827039;1;;;;;
491;0,525371996;0,123612171;0,050743991;1;;;;;
492;0,677319582;0,176224123;0,354639164;1;;;;;
493;0,464029378;0,119130194;-0,071941244;1;;;;;
494;0,446207532;0,123324175;-0,107584936;1;;;;;
495;0,450762242;0,118793894;-0,098475516;1;;;;;
496;0,35705015;0,106428813;-0,285899701;1;;;;;
497;0,486079394;0,11835067;-0,027841212;1;;;;;
498;0,441434453;0,120654489;-0,117131094;1;;;;;
499;0,415834674;0,107637511;-0,168330652;1;;;;;
